frame,time_s,vehicle_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,confidence
45,1.5,18,bus,29.9,472.7,327.7,713.0,178.8,592.9,0.836
45,1.5,19,car,268.2,657.5,497.0,720.0,382.6,688.7,0.694
45,1.5,10,car,521.4,307.0,549.1,332.4,535.2,319.7,0.527
45,1.5,4,car,554.7,330.6,586.5,358.8,570.6,344.7,0.525
45,1.5,5,bus,805.6,298.5,915.5,402.8,860.5,350.7,0.539
46,1.533,2,car,452.6,356.4,495.9,391.2,474.3,373.8,0.797
46,1.533,6,car,461.9,441.9,532.5,503.2,497.2,472.6,0.807
46,1.533,8,car,713.6,380.4,766.2,427.1,739.9,403.8,0.776
46,1.533,7,car,346.0,371.6,401.2,410.4,373.6,391.0,0.651
46,1.533,18,bus,40.3,467.4,333.5,706.8,186.9,587.1,0.85
46,1.533,19,car,255.2,648.4,512.8,720.0,384.0,684.2,0.727
46,1.533,10,car,521.5,306.8,549.1,332.0,535.3,319.4,0.515
46,1.533,4,car,554.7,329.9,586.8,358.2,570.8,344.1,0.536
46,1.533,5,bus,807.0,299.3,919.6,405.8,863.3,352.5,0.664
47,1.567,2,car,454.4,355.9,497.1,390.3,475.7,373.1,0.811
47,1.567,6,car,466.4,439.4,534.9,499.0,500.6,469.2,0.829
47,1.567,8,car,715.2,384.0,769.5,432.4,742.3,408.2,0.705
47,1.567,7,car,347.6,370.8,401.4,408.6,374.5,389.7,0.643
47,1.567,18,bus,52.5,462.0,338.7,698.5,195.6,580.3,0.801
47,1.567,19,car,243.8,638.8,529.0,720.0,386.4,679.4,0.648
47,1.567,10,car,521.9,306.3,548.9,331.0,535.4,318.7,0.504
47,1.567,4,car,555.3,329.1,587.3,357.3,571.3,343.2,0.514
47,1.567,5,bus,808.5,299.7,924.7,409.4,866.6,354.6,0.592
47,1.567,20,car,692.1,324.3,724.4,349.9,708.3,337.1,0.559
48,1.6,2,car,455.7,354.5,497.5,388.2,476.6,371.3,0.803
48,1.6,6,car,467.8,435.9,536.5,495.9,502.1,465.9,0.82
48,1.6,8,car,717.0,386.9,773.5,437.7,745.2,412.3,0.802
48,1.6,7,car,349.1,369.2,403.0,407.2,376.0,388.2,0.649
48,1.6,18,truck,66.1,457.1,343.7,689.5,204.9,573.3,0.518
48,1.6,19,car,234.2,628.6,546.2,720.0,390.2,674.3,0.814
48,1.6,4,car,555.9,328.2,588.0,356.3,572.0,342.3,0.473
48,1.6,5,bus,811.3,300.4,930.8,413.0,871.0,356.7,0.629
48,1.6,20,car,694.0,326.5,726.4,352.1,710.2,339.3,0.601
49,1.633,2,car,456.8,352.6,498.3,386.3,477.5,369.4,0.785
49,1.633,6,car,470.6,432.7,537.5,491.1,504.0,461.9,0.726
49,1.633,8,car,718.9,392.0,778.1,445.4,748.5,418.7,0.777
49,1.633,7,car,350.4,368.7,403.5,406.5,376.9,387.6,0.669
49,1.633,18,bus,81.8,453.2,346.6,677.6,214.2,565.4,0.857
49,1.633,19,car,227.7,618.8,561.3,720.0,394.5,669.4,0.825
49,1.633,4,car,556.7,327.5,589.0,355.8,572.8,341.6,0.471
49,1.633,5,bus,813.8,301.7,937.1,418.0,875.4,359.9,0.698
49,1.633,20,car,693.9,327.7,730.4,356.7,712.1,342.2,0.626
50,1.667,2,car,457.9,350.8,499.6,384.9,478.7,367.9,0.734
50,1.667,6,car,473.1,430.8,539.2,488.6,506.1,459.7,0.767
50,1.667,8,car,721.1,397.3,782.0,452.7,751.5,425.0,0.772
50,1.667,7,car,352.4,368.0,404.3,405.2,378.3,386.6,0.586
50,1.667,18,bus,97.4,449.4,350.7,666.3,224.1,557.9,0.831
50,1.667,19,car,224.9,609.8,574.1,720.0,399.5,664.9,0.84
50,1.667,5,bus,816.6,303.1,943.1,422.2,879.8,362.7,0.588
50,1.667,20,car,694.7,329.8,732.0,359.5,713.3,344.6,0.73
51,1.7,2,car,458.3,350.2,500.1,384.5,479.2,367.4,0.733
51,1.7,6,car,474.0,430.2,539.7,487.8,506.8,459.0,0.768
51,1.7,8,car,722.0,399.3,783.4,455.5,752.7,427.4,0.772
51,1.7,7,car,353.2,367.9,404.3,404.9,378.8,386.4,0.58
51,1.7,18,bus,103.6,448.2,351.3,662.3,227.5,555.3,0.834
51,1.7,19,car,228.5,606.2,574.5,720.0,401.5,663.1,0.839
51,1.7,5,bus,817.5,303.5,945.5,423.8,881.5,363.7,0.588
51,1.7,20,car,695.0,330.5,732.4,360.4,713.7,345.4,0.718
52,1.733,2,car,459.9,349.9,500.9,383.7,480.4,366.8,0.686
52,1.733,6,car,476.3,428.2,541.6,485.3,508.9,456.8,0.688
52,1.733,8,car,725.0,404.2,785.7,460.0,755.3,432.1,0.819
52,1.733,7,car,355.7,366.9,405.5,403.2,380.6,385.1,0.548
52,1.733,18,bus,113.8,445.3,354.4,655.0,234.1,550.2,0.845
52,1.733,19,car,230.7,599.6,580.3,720.0,405.5,659.8,0.884
52,1.733,5,truck,820.7,304.7,950.7,426.4,885.7,365.5,0.533
52,1.733,20,car,696.3,331.9,732.7,361.1,714.5,346.5,0.647
53,1.767,2,car,461.8,349.9,501.3,382.6,481.6,366.3,0.672
53,1.767,6,car,478.4,425.5,542.8,481.9,510.6,453.7,0.724
53,1.767,8,car,726.2,408.1,790.1,467.2,758.1,437.6,0.738
53,1.767,7,car,359.2,365.7,408.5,401.6,383.9,383.6,0.548
53,1.767,18,bus,122.8,440.9,356.8,646.7,239.8,543.8,0.489
53,1.767,19,car,235.7,591.5,584.3,717.6,410.0,654.5,0.873
53,1.767,5,bus,824.0,307.0,955.4,429.3,889.7,368.2,0.469
53,1.767,20,car,696.3,333.6,734.1,363.8,715.2,348.7,0.492
53,1.767,22,truck,820.5,306.5,957.9,429.4,889.2,368.0,0.461
54,1.8,2,car,463.3,349.4,502.3,381.8,482.8,365.6,0.647
54,1.8,6,car,479.9,422.9,543.8,478.9,511.9,450.9,0.724
54,1.8,8,car,729.5,413.9,794.9,474.3,762.2,444.1,0.801
54,1.8,7,car,361.9,365.1,409.1,399.5,385.5,382.3,0.526
54,1.8,18,truck,135.1,437.4,361.3,637.6,248.2,537.5,0.544
54,1.8,19,car,250.6,583.6,579.6,708.7,415.1,646.2,0.828
54,1.8,5,truck,826.8,308.3,961.7,433.2,894.2,370.8,0.527
54,1.8,20,car,697.3,336.0,735.3,366.3,716.3,351.1,0.517
54,1.8,22,bus,823.9,307.9,963.0,432.2,893.5,370.1,0.478
55,1.833,2,car,465.7,348.5,504.0,380.3,484.8,364.4,0.643
55,1.833,6,car,481.5,419.4,544.7,475.0,513.1,447.2,0.745
55,1.833,8,car,730.6,418.4,799.9,482.9,765.2,450.7,0.77
55,1.833,7,car,365.0,363.9,411.9,398.1,388.5,381.0,0.544
55,1.833,18,truck,147.2,433.4,366.2,628.7,256.7,531.1,0.609
55,1.833,19,car,268.8,576.6,571.6,697.5,420.2,637.0,0.78
55,1.833,5,bus,828.5,309.4,969.7,440.3,899.1,374.8,0.636
55,1.833,20,car,698.2,338.1,737.7,369.5,718.0,353.8,0.756
56,1.867,2,car,467.3,346.4,504.9,377.9,486.1,362.1,0.651
56,1.867,6,car,483.6,415.8,546.3,471.3,515.0,443.5,0.809
56,1.867,8,car,734.0,426.1,805.1,492.6,769.6,459.3,0.766
56,1.867,7,car,367.8,361.7,415.7,396.8,391.7,379.3,0.516
56,1.867,18,truck,155.5,429.0,369.5,621.1,262.5,525.0,0.641
56,1.867,19,car,286.1,568.9,564.7,685.5,425.4,627.2,0.808
56,1.867,5,bus,832.4,310.1,978.4,445.0,905.4,377.6,0.671
56,1.867,20,car,699.1,340.2,740.0,372.8,719.6,356.5,0.78
56,1.867,24,car,677.9,307.1,712.4,336.1,695.2,321.6,0.474
57,1.9,2,car,467.9,345.6,505.1,377.0,486.5,361.3,0.648
57,1.9,6,car,484.4,414.6,546.8,470.0,515.6,442.3,0.811
57,1.9,8,car,735.4,429.1,807.0,496.3,771.2,462.7,0.767
57,1.9,7,car,368.7,361.0,417.1,396.3,392.9,378.6,0.515
57,1.9,18,truck,158.7,427.5,370.0,618.6,264.3,523.1,0.636
57,1.9,19,car,296.5,566.2,558.1,680.9,427.3,623.6,0.806
57,1.9,5,bus,833.7,310.4,981.7,446.8,907.7,378.6,0.659
57,1.9,20,car,699.4,341.0,740.9,374.1,720.2,357.6,0.786
57,1.9,24,car,678.1,307.2,712.7,336.3,695.4,321.7,0.477
57,1.9,25,truck,25.0,470.1,176.4,608.2,100.7,539.1,0.499
58,1.933,2,car,469.3,344.6,506.1,375.9,487.7,360.3,0.731
58,1.933,6,car,486.9,413.8,547.0,467.0,516.9,440.4,0.87
58,1.933,8,car,738.8,434.2,812.0,503.2,775.4,468.7,0.787
58,1.933,7,car,371.0,360.7,417.8,394.9,394.4,377.8,0.559
58,1.933,18,truck,167.1,425.6,372.0,612.1,269.5,518.9,0.565
58,1.933,19,car,307.0,559.8,555.4,673.8,431.2,616.8,0.778
58,1.933,5,bus,836.9,311.6,987.1,449.4,912.0,380.5,0.799
58,1.933,20,car,700.5,343.0,741.3,375.6,720.9,359.3,0.76
58,1.933,24,car,678.7,309.8,712.9,338.5,695.8,324.2,0.52
58,1.933,25,truck,32.3,469.8,181.5,605.9,106.9,537.8,0.574
59,1.967,2,car,470.5,343.2,507.9,375.2,489.2,359.2,0.723
59,1.967,6,car,488.0,411.0,548.0,464.2,518.0,437.6,0.877
59,1.967,8,car,742.3,439.7,819.8,513.0,781.0,476.4,0.771
59,1.967,7,car,373.4,360.1,418.7,393.0,396.0,376.6,0.74
59,1.967,18,truck,176.5,423.5,374.6,604.7,275.5,514.1,0.515
59,1.967,19,car,322.3,554.7,547.5,662.6,434.9,608.7,0.775
59,1.967,5,bus,840.5,313.3,995.6,455.2,918.0,384.2,0.842
59,1.967,20,car,700.3,344.8,742.8,378.9,721.5,361.9,0.717
60,2.0,2,car,471.5,342.2,510.1,375.1,490.8,358.7,0.798
60,2.0,6,car,488.9,408.8,548.5,461.8,518.7,435.3,0.846
60,2.0,8,car,744.6,447.0,826.5,524.7,785.6,485.9,0.795
60,2.0,7,car,375.8,359.2,420.6,391.5,398.2,375.3,0.74
60,2.0,18,truck,186.4,421.9,376.6,596.5,281.5,509.2,0.588
60,2.0,19,car,336.4,547.9,542.3,650.7,439.4,599.3,0.814
60,2.0,5,bus,843.5,315.5,1004.7,462.6,924.1,389.0,0.79
60,2.0,20,car,701.4,347.0,744.4,381.9,722.9,364.5,0.735
60,2.0,25,truck,51.7,459.6,198.2,593.2,124.9,526.4,0.482
61,2.033,2,car,472.8,342.2,511.0,374.7,491.9,358.4,0.823
61,2.033,6,car,491.1,407.3,548.7,458.5,519.9,432.9,0.872
61,2.033,8,car,748.1,454.9,833.5,536.6,790.8,495.8,0.824
61,2.033,7,car,377.6,358.7,422.4,390.8,400.0,374.7,0.779
61,2.033,18,truck,193.5,418.0,380.3,590.1,286.9,504.0,0.589
61,2.033,19,car,346.8,542.2,539.6,642.3,443.2,592.3,0.79
61,2.033,5,bus,847.3,318.5,1012.6,468.9,929.9,393.7,0.825
61,2.033,20,car,702.7,349.1,747.2,385.3,724.9,367.2,0.777
61,2.033,25,truck,62.4,454.6,206.4,585.7,134.4,520.2,0.45
62,2.067,2,car,473.7,342.0,511.4,373.6,492.5,357.8,0.788
62,2.067,6,car,492.5,405.3,549.5,455.9,521.0,430.6,0.86
62,2.067,8,car,751.9,461.9,842.6,549.4,797.3,505.6,0.71
62,2.067,7,car,379.3,358.1,424.3,390.1,401.8,374.1,0.758
62,2.067,18,truck,202.0,414.6,385.0,583.8,293.5,499.2,0.65
62,2.067,19,car,358.1,536.0,537.3,632.5,447.7,584.3,0.822
62,2.067,5,bus,850.0,319.9,1022.3,476.4,936.1,398.2,0.584
62,2.067,20,car,704.2,352.7,749.8,390.0,727.0,371.3,0.801
63,2.1,2,car,473.8,341.8,511.7,373.3,492.7,357.6,0.79
63,2.1,6,car,492.9,404.6,549.8,455.2,521.4,429.9,0.862
63,2.1,8,car,753.5,464.3,846.0,554.4,799.8,509.3,0.71
63,2.1,7,car,379.7,358.0,425.1,390.0,402.4,374.0,0.758
63,2.1,18,truck,204.9,413.4,386.2,581.7,295.5,497.6,0.653
63,2.1,19,car,364.0,534.0,534.6,629.2,449.3,581.6,0.822
63,2.1,5,bus,850.9,320.5,1025.8,479.1,938.3,399.8,0.585
63,2.1,20,car,704.9,354.0,750.9,391.7,727.9,372.9,0.802
63,2.1,27,truck,847.0,319.9,1025.8,478.7,936.4,399.3,0.511
64,2.133,2,car,474.7,341.3,512.1,372.1,493.4,356.7,0.764
64,2.133,6,car,493.8,403.0,550.6,453.5,522.2,428.2,0.828
64,2.133,8,car,756.8,473.3,851.6,566.1,804.2,519.7,0.78
64,2.133,7,car,380.7,356.6,426.5,388.9,403.6,372.7,0.677
64,2.133,18,truck,210.8,411.3,388.2,576.3,299.5,493.8,0.532
64,2.133,19,car,371.1,528.9,533.7,622.5,452.4,575.7,0.777
64,2.133,5,bus,854.5,321.3,1034.8,484.4,944.6,402.8,0.569
64,2.133,20,car,706.7,356.4,752.9,394.2,729.8,375.3,0.855
64,2.133,27,truck,851.0,320.5,1034.4,483.3,942.7,401.9,0.548
64,2.133,4,car,561.9,318.4,591.9,344.9,576.9,331.7,0.464
65,2.167,2,car,476.1,340.3,512.3,369.7,494.2,355.0,0.605
65,2.167,6,car,495.4,400.6,551.7,450.6,523.6,425.6,0.77
65,2.167,8,car,762.8,485.6,859.7,580.4,811.2,533.0,0.798
65,2.167,7,car,382.6,355.6,426.9,386.8,404.8,371.2,0.676
65,2.167,18,bus,217.1,409.0,391.5,571.8,304.3,490.4,0.485
65,2.167,19,car,378.3,523.4,531.9,614.5,455.1,568.9,0.814
65,2.167,5,bus,857.5,322.6,1044.4,491.2,951.0,406.9,0.62
65,2.167,20,car,708.3,359.6,755.4,398.0,731.9,378.8,0.71
65,2.167,27,truck,854.9,321.0,1045.8,490.4,950.4,405.7,0.544
65,2.167,4,car,562.3,318.4,592.3,344.8,577.3,331.6,0.512
65,2.167,24,car,683.5,320.2,719.8,350.6,701.7,335.4,0.545
66,2.2,2,car,478.2,339.7,512.8,367.4,495.5,353.5,0.628
66,2.2,6,car,498.1,399.4,552.2,447.3,525.1,423.4,0.755
66,2.2,8,car,768.0,497.0,871.2,598.0,819.6,547.5,0.679
66,2.2,7,car,383.9,354.4,427.1,385.1,405.5,369.8,0.623
66,2.2,18,bus,225.7,407.1,395.0,565.9,310.3,486.5,0.498
66,2.2,19,car,386.3,518.2,531.2,606.6,458.8,562.4,0.774
66,2.2,5,bus,861.1,323.8,1056.3,499.5,958.7,411.6,0.731
66,2.2,20,car,709.9,362.2,758.0,401.5,733.9,381.9,0.718
66,2.2,27,truck,859.0,322.6,1057.4,498.6,958.2,410.6,0.483
66,2.2,4,car,562.5,318.2,593.5,345.6,578.0,331.9,0.513
66,2.2,28,car,767.1,312.0,787.9,328.1,777.5,320.0,0.475
66,2.2,24,car,682.3,320.2,721.0,352.8,701.6,336.5,0.605
66,2.2,25,truck,98.9,441.7,234.4,564.3,166.7,503.0,0.552
67,2.233,2,car,479.3,338.9,514.0,366.4,496.6,352.7,0.658
67,2.233,6,car,499.8,396.8,552.7,443.6,526.3,420.2,0.75
67,2.233,8,car,774.2,509.6,884.9,618.0,829.5,563.8,0.761
67,2.233,7,car,385.1,353.6,427.5,384.0,406.3,368.8,0.554
67,2.233,18,bus,233.8,404.6,397.8,559.3,315.8,482.0,0.511
67,2.233,19,car,393.2,512.7,529.3,597.8,461.3,555.2,0.801
67,2.233,5,bus,864.0,325.2,1068.5,509.1,966.2,417.2,0.671
67,2.233,20,car,711.5,365.8,759.6,405.2,735.6,385.5,0.786
67,2.233,24,car,682.3,321.1,721.7,354.6,702.0,337.8,0.621
67,2.233,25,truck,105.2,438.4,240.6,560.1,172.9,499.3,0.59
68,2.267,2,car,479.3,337.1,515.9,366.2,497.6,351.7,0.648
68,2.267,6,car,501.7,394.7,553.4,440.4,527.5,417.5,0.767
68,2.267,8,car,780.0,522.8,897.6,638.6,838.8,580.7,0.802
68,2.267,7,car,387.1,352.7,429.3,383.3,408.2,368.0,0.553
68,2.267,18,bus,238.7,400.8,400.0,553.5,319.4,477.1,0.546
68,2.267,19,car,399.4,507.5,528.7,590.4,464.0,548.9,0.828
68,2.267,5,bus,870.9,327.3,1081.9,516.4,976.4,421.8,0.562
68,2.267,20,car,712.8,369.6,762.4,410.5,737.6,390.1,0.775
68,2.267,24,car,682.2,321.8,722.9,356.9,702.6,339.4,0.624
68,2.267,25,truck,113.0,436.4,246.1,555.5,179.5,495.9,0.485
68,2.267,4,car,562.6,317.6,594.2,345.5,578.4,331.5,0.486
69,2.3,2,car,479.2,336.5,516.6,366.2,497.9,351.3,0.646
69,2.3,6,car,502.3,394.0,553.6,439.3,528.0,416.7,0.766
69,2.3,8,car,782.4,527.9,902.5,646.7,842.5,587.3,0.805
69,2.3,7,car,387.8,352.5,429.7,383.1,408.7,367.8,0.548
69,2.3,18,bus,240.3,399.4,400.5,551.7,320.4,475.5,0.538
69,2.3,19,car,402.4,505.8,527.5,587.9,464.9,546.9,0.83
69,2.3,5,bus,873.3,328.1,1087.3,519.1,980.3,423.6,0.566
69,2.3,20,car,713.2,371.0,763.3,412.5,738.3,391.7,0.778
69,2.3,24,car,682.3,322.0,723.2,357.7,702.8,339.8,0.625
69,2.3,25,truck,115.2,435.6,248.0,554.0,181.6,494.8,0.487
69,2.3,4,car,562.6,317.5,594.3,345.5,578.4,331.5,0.485
70,2.333,2,car,479.9,336.1,517.6,365.8,498.7,350.9,0.629
70,2.333,6,car,503.1,393.0,554.6,438.5,528.8,415.8,0.799
70,2.333,8,car,786.9,538.3,915.5,666.4,851.2,602.4,0.806
70,2.333,7,car,389.5,352.7,430.5,382.9,410.0,367.8,0.528
70,2.333,18,truck,245.7,398.0,403.8,549.0,324.8,473.5,0.561
70,2.333,19,car,407.2,501.6,527.8,582.5,467.5,542.0,0.863
70,2.333,5,bus,877.7,331.3,1096.7,525.9,987.2,428.6,0.549
70,2.333,20,car,714.6,373.8,765.6,416.3,740.1,395.1,0.758
70,2.333,24,car,683.9,324.8,723.5,359.5,703.7,342.1,0.621
70,2.333,25,truck,121.7,434.3,251.7,549.3,186.7,491.8,0.582
70,2.333,4,car,562.8,316.8,594.2,344.6,578.5,330.7,0.453
71,2.367,2,car,480.8,335.3,518.7,365.3,499.8,350.3,0.593
71,2.367,6,car,503.5,391.4,555.7,437.6,529.6,414.5,0.806
71,2.367,8,car,794.1,553.8,930.9,691.0,862.5,622.4,0.783
71,2.367,18,truck,250.9,395.7,405.8,544.1,328.3,469.9,0.669
71,2.367,19,car,412.6,496.7,528.9,576.3,470.7,536.5,0.73
71,2.367,5,bus,882.7,333.9,1112.7,537.7,997.7,435.8,0.49
71,2.367,20,car,715.6,376.4,768.8,421.3,742.2,398.9,0.855
71,2.367,24,car,684.5,327.1,724.5,362.2,704.5,344.7,0.609
71,2.367,25,truck,128.6,431.9,258.9,546.5,193.7,489.2,0.575
72,2.4,2,car,482.6,334.9,519.1,363.9,500.8,349.4,0.562
72,2.4,6,car,504.5,389.9,556.1,435.4,530.3,412.7,0.749
72,2.4,8,car,805.2,571.8,946.3,713.5,875.8,642.6,0.8
72,2.4,18,truck,256.4,393.7,407.3,538.5,331.8,466.1,0.597
72,2.4,19,car,416.9,491.3,528.2,568.7,472.5,530.0,0.81
72,2.4,5,bus,887.8,336.0,1127.8,547.6,1007.8,441.8,0.494
72,2.4,20,car,717.3,379.3,772.7,426.2,745.0,402.8,0.766
72,2.4,24,car,685.2,329.5,726.7,365.7,706.0,347.6,0.631
73,2.433,2,car,485.4,334.6,520.1,362.1,502.8,348.3,0.518
73,2.433,6,car,506.0,388.7,556.7,433.3,531.4,411.0,0.744
73,2.433,8,car,824.5,591.7,956.9,720.0,890.7,655.9,0.84
73,2.433,18,truck,263.3,392.2,410.3,533.5,336.8,462.8,0.583
73,2.433,19,car,421.5,486.3,529.4,562.5,475.4,524.4,0.84
73,2.433,5,bus,894.5,338.7,1144.1,558.0,1019.3,448.3,0.792
73,2.433,20,car,719.7,383.1,776.8,431.7,748.2,407.4,0.757
73,2.433,24,car,686.1,331.8,728.1,368.3,707.1,350.1,0.619
74,2.467,2,car,487.0,334.0,520.7,360.8,503.9,347.4,0.559
74,2.467,6,car,507.9,386.1,559.0,431.4,533.4,408.7,0.791
74,2.467,8,car,854.9,615.1,975.3,720.0,915.1,667.5,0.554
74,2.467,18,truck,269.5,390.3,412.5,527.7,341.0,459.0,0.632
74,2.467,19,car,425.5,482.4,530.5,557.6,478.0,520.0,0.847
74,2.467,5,bus,900.7,341.1,1161.3,569.0,1031.0,455.1,0.555
74,2.467,20,car,722.1,386.7,781.1,437.2,751.6,412.0,0.744
74,2.467,24,car,687.7,335.0,729.1,370.8,708.4,352.9,0.547
74,2.467,7,car,396.7,346.0,438.4,376.5,417.6,361.3,0.456
75,2.5,2,car,487.5,333.9,520.9,360.4,504.2,347.1,0.557
75,2.5,6,car,508.6,385.3,559.7,430.7,534.1,408.0,0.787
75,2.5,8,car,864.5,623.3,983.5,720.0,924.0,671.6,0.556
75,2.5,18,truck,271.6,389.8,413.2,525.9,342.4,457.8,0.634
75,2.5,19,car,427.2,481.1,530.4,556.1,478.8,518.6,0.848
75,2.5,5,bus,902.8,342.0,1168.0,573.2,1035.4,457.6,0.571
75,2.5,20,car,723.1,388.1,782.6,439.3,752.8,413.7,0.741
75,2.5,24,car,688.2,336.1,729.6,371.6,708.9,353.8,0.548
75,2.5,31,truck,899.5,339.8,1172.6,572.2,1036.1,456.0,0.491
75,2.5,7,car,397.3,345.4,439.2,375.9,418.3,360.7,0.455
76,2.533,2,car,488.1,333.5,521.5,360.1,504.8,346.8,0.596
76,2.533,6,car,509.4,383.7,560.2,429.1,534.8,406.4,0.796
76,2.533,8,car,882.2,644.9,984.5,720.0,933.4,682.5,0.721
76,2.533,18,truck,274.2,386.8,416.7,524.3,345.5,455.5,0.536
76,2.533,19,car,431.8,478.5,529.7,550.6,480.7,514.5,0.846
76,2.533,5,bus,905.8,343.3,1183.5,584.8,1044.6,464.1,0.833
76,2.533,20,car,724.7,393.0,784.2,444.2,754.4,418.6,0.736
76,2.533,24,car,688.4,336.9,732.0,374.4,710.2,355.7,0.564
77,2.567,2,car,488.5,332.7,522.6,359.8,505.6,346.3,0.557
77,2.567,6,car,510.6,382.7,559.8,427.0,535.2,404.8,0.765
77,2.567,8,car,902.9,670.2,982.5,720.0,942.7,695.1,0.58
77,2.567,18,bus,280.2,384.2,420.0,519.8,350.1,452.0,0.571
77,2.567,19,car,435.2,474.5,531.1,545.8,483.2,510.2,0.87
77,2.567,5,bus,911.2,346.9,1204.2,601.0,1057.7,473.9,0.709
77,2.567,20,car,727.2,398.0,788.2,450.6,757.7,424.3,0.698
77,2.567,24,car,689.2,338.5,734.2,377.5,711.7,358.0,0.575
77,2.567,7,car,401.1,345.8,441.3,375.2,421.2,360.5,0.453
78,2.6,2,car,488.8,331.5,523.8,359.4,506.3,345.5,0.552
78,2.6,6,car,511.3,381.1,559.7,424.7,535.5,402.9,0.746
78,2.6,18,bus,285.3,381.2,422.0,514.6,353.7,447.9,0.594
78,2.6,19,car,437.4,470.1,531.8,541.0,484.6,505.6,0.852
78,2.6,5,truck,917.5,349.1,1226.0,615.3,1071.8,482.2,0.738
78,2.6,20,car,730.2,403.7,792.6,457.7,761.4,430.7,0.853
78,2.6,24,car,689.7,340.0,736.6,380.8,713.1,360.4,0.718
79,2.633,2,car,489.5,330.1,524.8,358.2,507.2,344.2,0.496
79,2.633,6,car,512.5,379.7,560.8,423.4,536.7,401.5,0.753
79,2.633,18,bus,289.5,379.2,423.9,511.1,356.7,445.1,0.566
79,2.633,19,car,442.3,465.9,532.4,534.1,487.4,500.0,0.849
79,2.633,5,bus,923.9,352.3,1250.3,632.6,1087.1,492.4,0.704
79,2.633,20,car,733.0,409.7,796.9,465.4,765.0,437.5,0.803
79,2.633,24,car,690.6,343.0,738.0,384.5,714.3,363.8,0.667
79,2.633,25,truck,173.1,410.5,293.3,515.5,233.2,463.0,0.502
80,2.667,2,car,490.1,328.9,525.4,356.9,507.8,342.9,0.525
80,2.667,6,car,513.3,377.0,561.9,421.2,537.6,399.1,0.751
80,2.667,18,truck,296.2,378.2,426.0,506.2,361.1,442.2,0.541
80,2.667,19,car,446.9,462.3,533.4,528.3,490.1,495.3,0.868
80,2.667,5,bus,927.2,354.5,1272.7,651.0,1100.0,502.8,0.542
80,2.667,20,car,735.0,414.7,802.8,474.1,768.9,444.4,0.699
80,2.667,24,car,692.3,345.1,740.5,387.6,716.4,366.4,0.593
80,2.667,35,car,788.3,324.2,816.5,344.9,802.4,334.6,0.492
80,2.667,25,truck,179.3,409.0,299.1,512.4,239.2,460.7,0.553
81,2.7,2,car,490.3,328.4,525.7,356.5,508.0,342.5,0.526
81,2.7,6,car,513.6,376.0,562.2,420.5,537.9,398.2,0.751
81,2.7,18,truck,298.5,378.0,426.4,504.6,362.4,441.3,0.549
81,2.7,19,car,448.6,461.2,533.5,526.4,491.1,493.8,0.866
81,2.7,5,bus,928.3,355.4,1280.0,658.1,1104.2,506.8,0.554
81,2.7,20,car,735.9,416.6,804.9,477.4,770.4,447.0,0.707
81,2.7,24,car,693.1,345.9,741.4,388.7,717.2,367.3,0.599
81,2.7,35,car,788.6,324.3,816.9,345.1,802.7,334.7,0.486
81,2.7,25,truck,180.9,408.7,301.0,511.4,241.0,460.1,0.542
82,2.733,6,car,515.2,375.2,562.2,418.2,538.7,396.7,0.732
82,2.733,18,bus,301.4,376.3,428.1,502.4,364.7,439.3,0.532
82,2.733,19,car,450.5,458.3,535.2,523.7,492.8,491.0,0.887
82,2.733,5,truck,927.2,358.0,1280.0,673.8,1103.6,515.9,0.537
82,2.733,20,car,739.3,420.9,810.3,483.4,774.8,452.2,0.794
82,2.733,24,car,694.5,348.2,742.5,390.9,718.5,369.5,0.619
82,2.733,35,car,788.7,325.2,818.7,347.2,803.7,336.2,0.498
82,2.733,25,truck,184.0,407.3,304.7,509.8,244.4,458.5,0.583
83,2.767,6,car,517.0,374.7,561.5,415.3,539.2,395.0,0.719
83,2.767,18,truck,305.9,374.8,429.8,498.4,367.9,436.6,0.549
83,2.767,19,car,453.6,455.3,535.4,518.8,494.5,487.1,0.835
83,2.767,5,truck,923.2,361.0,1280.0,696.0,1101.6,528.5,0.46
83,2.767,20,car,743.2,428.3,816.3,493.0,779.7,460.7,0.792
83,2.767,24,car,694.3,351.2,743.7,395.6,719.0,373.4,0.594
83,2.767,35,car,789.0,324.8,821.6,348.8,805.3,336.8,0.466
83,2.767,25,truck,190.0,408.7,305.3,506.1,247.6,457.4,0.504
84,2.8,6,car,517.7,373.7,562.0,413.9,539.8,393.8,0.731
84,2.8,18,truck,308.9,372.7,432.0,495.7,370.4,434.2,0.644
84,2.8,19,car,454.6,451.5,537.3,516.3,495.9,483.9,0.844
84,2.8,20,car,746.4,434.8,823.1,502.9,784.7,468.8,0.701
84,2.8,24,car,695.2,354.5,745.5,399.9,720.3,377.2,0.531
84,2.8,35,car,791.5,325.7,824.1,349.7,807.8,337.7,0.631
84,2.8,25,truck,195.8,407.7,309.1,502.7,252.5,455.2,0.522
84,2.8,36,car,272.9,679.3,447.1,720.0,360.0,699.6,0.667
85,2.833,6,car,517.8,372.1,562.6,412.6,540.2,392.4,0.748
85,2.833,18,truck,312.9,368.9,436.2,493.4,374.5,431.1,0.562
85,2.833,19,car,457.8,448.7,538.0,511.7,497.9,480.2,0.807
85,2.833,20,car,750.3,442.8,829.5,513.3,789.9,478.0,0.657
