frame,time_s,vehicle_id,class,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y,confidence
85,2.833,24,car,697.8,358.9,748.4,404.6,723.1,381.8,0.607
85,2.833,35,car,794.2,326.5,826.7,350.4,810.4,338.4,0.597
85,2.833,25,truck,200.0,402.8,316.1,499.8,258.1,451.3,0.506
85,2.833,36,car,259.9,670.6,469.3,719.9,364.6,695.2,0.689
85,2.833,5,bus,929.3,368.8,1280.0,715.8,1104.6,542.3,0.615
86,2.867,6,car,518.3,369.9,563.4,410.4,540.9,390.1,0.773
86,2.867,18,truck,316.6,367.1,438.1,490.4,377.3,428.7,0.593
86,2.867,19,car,461.1,445.9,538.3,506.6,499.7,476.3,0.797
86,2.867,20,car,753.6,450.6,836.8,525.0,795.2,487.8,0.634
86,2.867,24,car,699.0,361.8,751.3,409.1,725.2,385.4,0.673
86,2.867,35,car,796.6,328.0,828.0,351.2,812.3,339.6,0.519
86,2.867,25,truck,202.5,395.8,322.3,496.5,262.4,446.2,0.535
86,2.867,36,car,244.6,660.4,492.2,719.5,368.4,689.9,0.749
87,2.9,6,car,518.4,369.1,563.8,409.6,541.1,389.3,0.771
87,2.9,18,truck,318.0,366.5,438.5,489.4,378.2,428.0,0.591
87,2.9,19,car,462.2,445.1,538.5,505.0,500.3,475.0,0.8
87,2.9,20,car,755.0,453.6,839.4,529.5,797.2,491.5,0.632
87,2.9,24,car,699.5,362.8,752.4,410.7,726.0,386.8,0.671
87,2.9,35,car,797.5,328.6,828.4,351.4,812.9,340.0,0.522
87,2.9,25,truck,203.5,393.6,324.0,495.4,263.8,444.5,0.532
87,2.9,36,car,240.2,656.3,499.7,719.3,370.0,687.8,0.75
88,2.933,6,car,519.1,368.1,564.0,407.9,541.6,388.0,0.779
88,2.933,18,truck,320.5,365.6,438.9,486.9,379.7,426.2,0.705
88,2.933,19,car,464.4,442.2,539.2,501.1,501.8,471.7,0.811
88,2.933,20,car,758.9,460.1,846.1,538.7,802.5,499.4,0.696
88,2.933,24,car,700.1,364.7,754.5,414.1,727.3,389.4,0.623
88,2.933,35,car,801.6,331.7,832.2,354.4,816.9,343.1,0.471
88,2.933,25,truck,204.4,389.2,327.8,494.5,266.1,441.9,0.604
88,2.933,36,car,225.8,646.0,519.4,719.0,372.6,682.5,0.72
89,2.967,6,car,519.6,367.3,564.1,406.5,541.8,386.9,0.784
89,2.967,18,bus,325.9,363.8,441.2,482.7,383.5,423.2,0.558
89,2.967,19,car,466.2,439.1,540.4,497.8,503.3,468.4,0.842
89,2.967,20,car,763.1,469.7,852.2,550.1,807.7,509.9,0.776
89,2.967,24,car,701.3,368.8,756.2,418.8,728.7,393.8,0.657
89,2.967,35,car,803.1,333.1,835.3,357.2,819.2,345.1,0.52
89,2.967,25,truck,209.5,389.6,329.3,492.3,269.4,441.0,0.537
89,2.967,36,car,216.3,637.0,536.9,719.2,376.6,678.1,0.655
90,3.0,6,car,522.3,367.5,564.9,404.7,543.6,386.1,0.744
90,3.0,18,truck,330.1,361.7,444.5,480.6,387.3,421.2,0.492
90,3.0,19,car,469.0,436.3,541.6,494.0,505.3,465.1,0.847
90,3.0,20,car,767.7,479.2,861.8,564.2,814.8,521.7,0.704
90,3.0,24,car,702.6,372.2,758.7,423.2,730.7,397.7,0.629
90,3.0,35,car,804.8,334.5,837.4,358.9,821.1,346.7,0.506
90,3.0,25,truck,217.9,388.0,334.9,487.9,276.4,438.0,0.577
90,3.0,36,car,203.3,626.6,552.5,719.3,377.9,673.0,0.664
90,3.0,5,bus,966.1,392.8,1280.0,715.4,1123.1,554.1,0.532
91,3.033,6,car,523.6,366.9,565.7,403.3,544.6,385.1,0.747
91,3.033,18,truck,334.3,360.3,445.7,476.6,390.0,418.5,0.604
91,3.033,19,car,471.3,432.4,543.3,489.9,507.3,461.1,0.825
91,3.033,20,car,774.1,489.4,875.0,580.7,824.5,535.1,0.768
91,3.033,24,car,705.0,377.1,762.4,429.5,733.7,403.3,0.701
91,3.033,35,car,806.8,336.8,840.2,361.6,823.5,349.2,0.489
91,3.033,25,truck,224.9,389.5,337.2,484.7,281.0,437.1,0.585
91,3.033,36,car,198.5,617.3,566.7,719.0,382.6,668.1,0.733
91,3.033,2,car,499.0,321.6,532.3,348.1,515.7,334.8,0.521
92,3.067,6,car,523.5,364.8,566.0,401.5,544.7,383.1,0.719
92,3.067,18,truck,339.0,358.9,447.1,472.3,393.1,415.6,0.549
92,3.067,19,car,474.0,430.0,543.9,485.9,508.9,458.0,0.806
92,3.067,20,car,779.8,500.6,887.0,598.2,833.4,549.4,0.685
92,3.067,24,car,706.2,380.3,766.9,436.2,736.5,408.3,0.548
92,3.067,35,car,808.9,339.0,843.9,365.0,826.4,352.0,0.661
92,3.067,25,truck,229.6,388.1,341.3,482.3,285.4,435.2,0.53
92,3.067,36,car,195.0,608.0,580.2,719.5,387.6,663.7,0.752
92,3.067,2,car,499.7,320.5,533.3,347.4,516.5,333.9,0.528
93,3.1,6,car,523.5,364.1,566.1,400.8,544.8,382.5,0.717
93,3.1,18,truck,340.8,358.4,447.5,470.8,394.1,414.6,0.537
93,3.1,19,car,474.9,429.3,544.0,484.6,509.5,457.0,0.803
93,3.1,20,car,782.1,504.9,891.6,605.0,836.9,555.0,0.677
93,3.1,24,car,706.7,381.5,768.3,438.7,737.5,410.1,0.546
93,3.1,35,car,809.6,339.9,845.2,366.3,827.4,353.1,0.656
93,3.1,25,truck,231.0,387.8,342.7,481.6,286.8,434.7,0.532
93,3.1,36,car,199.6,604.3,579.7,719.7,389.7,662.0,0.751
93,3.1,2,car,500.0,320.1,533.6,347.1,516.8,333.6,0.523
94,3.133,6,car,524.4,363.0,566.3,398.9,545.3,381.0,0.686
94,3.133,18,bus,344.4,357.4,449.6,469.0,397.0,413.2,0.496
94,3.133,19,car,476.3,427.7,544.8,482.3,510.5,455.0,0.875
94,3.133,20,car,786.8,515.9,901.5,621.5,844.2,568.7,0.815
94,3.133,24,car,707.6,384.5,770.4,443.0,739.0,413.8,0.767
94,3.133,35,car,810.7,340.0,848.1,368.0,829.4,354.0,0.66
94,3.133,25,truck,233.3,387.9,342.7,479.8,288.0,433.8,0.498
94,3.133,36,car,204.8,597.3,584.1,718.4,394.4,657.9,0.843
94,3.133,2,car,501.1,319.3,534.3,346.0,517.7,332.7,0.563
94,3.133,37,truck,344.1,358.0,448.1,471.1,396.1,414.6,0.458
95,3.167,6,car,525.2,360.9,567.3,397.0,546.3,379.0,0.733
95,3.167,18,bus,348.7,356.6,451.0,465.2,399.8,410.9,0.607
95,3.167,19,car,477.8,424.4,546.7,479.5,512.2,452.0,0.868
95,3.167,20,car,793.1,527.5,914.8,640.5,854.0,584.0,0.708
95,3.167,24,car,709.5,389.1,773.9,449.6,741.7,419.3,0.721
95,3.167,35,car,812.3,340.5,850.8,369.3,831.5,354.9,0.764
95,3.167,25,truck,237.9,387.6,344.9,477.6,291.4,432.6,0.465
95,3.167,36,car,211.5,589.8,587.4,716.5,399.5,653.2,0.82
95,3.167,2,car,502.0,318.7,534.8,345.2,518.4,331.9,0.549
96,3.2,6,car,526.1,359.7,568.0,395.8,547.1,377.7,0.763
96,3.2,18,bus,350.4,355.3,452.0,463.2,401.2,409.2,0.568
96,3.2,19,car,478.9,421.5,547.7,476.9,513.3,449.2,0.858
96,3.2,20,car,801.4,544.1,931.4,665.6,866.4,604.9,0.668
96,3.2,24,car,711.4,393.8,777.8,456.1,744.6,425.0,0.825
96,3.2,35,car,815.8,341.9,854.9,371.6,835.4,356.7,0.724
96,3.2,36,car,232.0,582.0,578.0,704.8,405.0,643.4,0.791
96,3.2,2,car,503.2,318.2,535.2,344.2,519.2,331.2,0.55
97,3.233,6,car,527.9,358.8,568.9,394.2,548.4,376.5,0.772
97,3.233,19,car,481.7,418.6,548.3,472.3,515.0,445.4,0.868
97,3.233,20,car,810.2,561.3,948.8,691.4,879.5,626.3,0.758
97,3.233,24,car,714.7,399.5,781.8,462.9,748.3,431.2,0.767
97,3.233,35,car,818.8,343.6,859.1,374.2,839.0,358.9,0.742
97,3.233,36,car,251.7,574.8,568.8,693.3,410.2,634.1,0.793
97,3.233,2,car,504.6,318.3,536.0,343.6,520.3,330.9,0.494
98,3.267,6,car,529.2,357.6,570.3,393.2,549.7,375.4,0.747
98,3.267,19,car,483.6,415.5,549.7,469.1,516.7,442.3,0.882
98,3.267,20,car,823.5,579.5,965.7,712.7,894.6,646.1,0.602
98,3.267,24,car,717.6,405.3,786.8,470.8,752.2,438.1,0.677
98,3.267,35,car,821.5,345.1,862.9,376.5,842.2,360.8,0.596
98,3.267,36,car,265.7,566.0,563.9,683.4,414.8,624.7,0.77
98,3.267,2,car,505.5,318.4,536.5,343.3,521.0,330.8,0.51
98,3.267,18,bus,356.9,352.2,456.6,458.7,406.7,405.4,0.529
99,3.3,6,car,529.6,357.1,570.6,392.9,550.1,375.0,0.754
99,3.3,19,car,484.4,414.5,550.0,468.0,517.2,441.3,0.882
99,3.3,20,car,828.8,586.7,972.5,720.0,900.6,653.3,0.594
99,3.3,24,car,718.8,407.6,788.7,473.9,753.7,440.7,0.685
99,3.3,35,car,822.6,345.7,864.3,377.4,843.5,361.6,0.596
99,3.3,36,car,275.5,562.8,557.5,679.7,416.5,621.2,0.772
99,3.3,2,car,505.8,318.5,536.6,343.2,521.2,330.9,0.509
99,3.3,18,bus,358.0,351.6,457.2,458.2,407.6,404.9,0.511
100,3.333,6,car,530.7,355.6,571.6,391.7,551.1,373.6,0.72
100,3.333,19,car,486.5,413.6,549.9,465.3,518.2,439.4,0.874
100,3.333,20,car,850.1,603.0,985.1,720.0,917.6,661.5,0.615
100,3.333,24,car,720.1,411.2,794.0,481.9,757.0,446.5,0.797
100,3.333,35,car,825.6,349.0,867.3,380.9,846.5,364.9,0.589
100,3.333,36,car,292.7,557.9,548.1,669.0,420.4,613.4,0.788
100,3.333,2,car,506.6,318.4,536.8,342.5,521.7,330.5,0.506
100,3.333,18,truck,360.5,351.1,458.0,456.3,409.2,403.7,0.471
101,3.367,6,car,531.9,354.8,571.6,389.8,551.8,372.3,0.696
101,3.367,19,car,487.2,411.4,550.4,463.1,518.8,437.3,0.857
101,3.367,20,car,873.3,624.6,992.2,720.0,932.8,672.3,0.683
101,3.367,24,car,723.4,416.9,798.4,488.9,760.9,452.9,0.627
101,3.367,35,car,828.7,351.9,870.9,384.0,849.8,368.0,0.52
101,3.367,36,car,306.8,551.2,541.8,658.3,424.3,604.7,0.827
101,3.367,2,car,508.0,318.1,537.9,341.7,522.9,329.9,0.5
101,3.367,18,truck,363.1,350.6,459.2,454.6,411.1,402.6,0.585
102,3.4,6,car,533.3,353.6,571.7,387.6,552.5,370.6,0.653
102,3.4,19,car,487.7,408.9,551.0,460.8,519.3,434.9,0.856
102,3.4,20,car,894.7,651.0,990.2,720.0,942.4,685.5,0.767
102,3.4,24,car,726.0,424.4,803.2,498.7,764.6,461.6,0.613
102,3.4,35,car,830.8,351.9,876.3,386.6,853.6,369.2,0.625
102,3.4,36,car,319.0,544.4,538.5,649.2,428.8,596.8,0.767
102,3.4,2,car,508.8,317.9,538.6,340.9,523.7,329.4,0.52
102,3.4,18,truck,366.1,350.1,460.4,452.1,413.3,401.1,0.651
103,3.433,6,car,534.3,352.7,571.9,386.0,553.1,369.4,0.639
103,3.433,19,car,489.4,406.7,551.2,457.3,520.3,432.0,0.873
103,3.433,20,car,918.3,673.5,990.9,720.0,954.6,696.7,0.53
103,3.433,24,car,729.5,431.2,810.4,509.3,770.0,470.2,0.601
103,3.433,35,car,840.0,358.6,880.2,389.4,860.1,374.0,0.483
103,3.433,36,car,328.7,538.1,535.2,641.1,432.0,589.6,0.756
103,3.433,2,car,509.2,317.6,539.7,340.8,524.4,329.2,0.496
103,3.433,18,truck,368.4,349.6,461.2,449.8,414.8,399.7,0.668
103,3.433,38,car,7.0,656.9,192.4,718.5,99.7,687.7,0.579
103,3.433,25,car,265.5,380.8,358.2,459.0,311.9,419.9,0.615
104,3.467,6,car,534.8,352.1,571.6,384.6,553.2,368.3,0.606
104,3.467,19,car,491.6,404.5,551.9,454.0,521.7,429.3,0.788
104,3.467,24,car,733.6,439.2,817.7,520.9,775.6,480.1,0.743
104,3.467,35,car,842.2,359.7,883.7,391.7,862.9,375.7,0.506
104,3.467,36,car,337.7,529.9,534.4,632.5,436.1,581.2,0.734
104,3.467,2,car,509.1,316.2,541.0,340.4,525.1,328.3,0.452
104,3.467,18,truck,372.7,349.6,463.3,447.4,418.0,398.5,0.742
104,3.467,38,car,13.4,655.3,203.7,718.7,108.6,687.0,0.756
104,3.467,25,car,270.6,379.1,362.3,455.9,316.5,417.5,0.605
105,3.5,6,car,534.9,351.9,571.5,384.1,553.2,368.0,0.606
105,3.5,19,car,492.3,403.8,552.0,452.9,522.2,428.3,0.787
105,3.5,24,car,735.2,442.3,820.4,525.3,777.8,483.8,0.742
105,3.5,35,car,842.9,360.0,884.9,392.5,863.9,376.2,0.508
105,3.5,36,car,343.3,527.1,531.6,629.4,437.5,578.3,0.732
105,3.5,2,car,509.0,315.5,541.6,340.3,525.3,327.9,0.456
105,3.5,18,truck,374.2,349.5,464.0,446.6,419.1,398.1,0.742
105,3.5,38,car,15.6,654.8,207.6,718.7,111.6,686.8,0.756
105,3.5,25,car,272.1,378.6,363.7,455.0,317.9,416.8,0.609
105,3.5,40,car,765.9,306.4,792.2,324.7,779.1,315.6,0.516
106,3.533,6,car,534.9,351.3,571.8,383.8,553.3,367.6,0.599
106,3.533,19,car,493.4,401.8,553.0,450.9,523.2,426.4,0.813
106,3.533,24,car,738.8,448.4,826.3,534.0,782.6,491.2,0.558
106,3.533,35,car,843.7,360.1,888.7,394.8,866.2,377.5,0.557
106,3.533,36,car,351.8,522.3,530.5,623.3,441.1,572.8,0.732
106,3.533,2,car,509.4,314.5,542.3,339.5,525.8,327.0,0.466
106,3.533,18,truck,376.7,348.4,464.8,443.5,420.8,396.0,0.756
106,3.533,38,car,14.4,647.1,228.6,718.8,121.5,682.9,0.801
106,3.533,40,car,767.4,308.5,792.8,326.3,780.1,317.4,0.477
107,3.567,6,car,535.4,350.6,571.8,382.4,553.6,366.5,0.626
107,3.567,19,car,494.6,400.0,552.8,448.1,523.7,424.0,0.831
107,3.567,24,car,741.5,455.3,834.7,547.2,788.1,501.3,0.614
107,3.567,35,car,845.8,361.0,894.7,399.1,870.3,380.1,0.708
107,3.567,36,car,361.5,518.0,528.6,615.7,445.1,566.9,0.682
107,3.567,18,truck,379.0,347.2,465.4,440.5,422.2,393.8,0.702
107,3.567,38,car,11.0,638.5,250.0,719.4,130.5,678.9,0.815
107,3.567,40,car,769.1,309.4,795.9,328.2,782.5,318.8,0.491
108,3.6,6,car,535.2,348.7,572.0,381.0,553.6,364.9,0.58
108,3.6,19,car,497.2,399.4,552.2,444.6,524.7,422.0,0.774
108,3.6,24,car,745.7,463.2,844.2,561.2,794.9,512.2,0.45
108,3.6,35,car,849.8,364.5,898.0,402.1,873.9,383.3,0.655
108,3.6,36,car,370.0,513.4,525.4,607.2,447.7,560.3,0.702
108,3.6,18,truck,381.9,345.9,467.2,438.4,424.5,392.1,0.669
108,3.6,38,car,10.6,628.1,274.0,719.0,142.3,673.6,0.834
108,3.6,40,car,770.8,310.1,797.9,329.2,784.3,319.7,0.544
108,3.6,2,car,510.8,313.3,542.6,337.2,526.7,325.3,0.459
109,3.633,6,car,535.1,347.2,573.1,380.7,554.1,364.0,0.609
109,3.633,19,car,499.2,398.0,552.8,442.0,526.0,420.0,0.767
109,3.633,24,truck,749.8,474.0,852.8,577.0,801.3,525.5,0.463
109,3.633,35,car,853.3,366.9,903.3,406.1,878.3,386.5,0.571
109,3.633,36,car,378.9,509.3,521.0,597.1,450.0,553.2,0.714
109,3.633,18,truck,382.9,342.1,469.3,436.2,426.1,389.1,0.644
109,3.633,38,car,9.5,618.3,295.1,719.3,152.3,668.8,0.826
109,3.633,40,car,772.0,311.0,799.7,330.5,785.8,320.8,0.556
109,3.633,2,car,511.5,312.4,543.3,336.1,527.4,324.2,0.486
110,3.667,6,car,535.4,345.9,574.3,380.4,554.8,363.2,0.653
110,3.667,19,car,500.3,395.6,553.6,439.4,527.0,417.5,0.79
110,3.667,24,car,755.8,485.4,864.5,594.6,810.1,540.0,0.468
110,3.667,35,car,859.5,370.0,909.0,408.7,884.3,389.3,0.587
110,3.667,36,car,383.8,504.1,519.6,589.9,451.7,547.0,0.736
110,3.667,18,truck,385.4,340.0,471.2,434.1,428.3,387.1,0.643
110,3.667,38,car,10.0,608.8,313.1,719.1,161.5,664.0,0.825
110,3.667,40,car,773.7,311.8,800.8,331.1,787.3,321.5,0.532
110,3.667,2,car,512.1,311.8,544.1,335.5,528.1,323.7,0.522
111,3.7,6,car,535.6,345.5,574.6,380.3,555.1,362.9,0.655
111,3.7,19,car,500.6,394.8,554.0,438.6,527.3,416.7,0.789
111,3.7,24,car,758.2,489.9,868.9,601.4,813.6,545.6,0.467
111,3.7,35,car,862.0,371.1,911.2,409.6,886.6,390.4,0.587
111,3.7,36,car,386.0,502.4,518.0,587.6,452.0,545.0,0.74
111,3.7,18,truck,386.3,339.3,471.8,433.4,429.0,386.3,0.643
111,3.7,38,car,13.0,605.1,317.1,719.0,165.1,662.0,0.826
111,3.7,40,car,774.3,312.1,801.1,331.3,787.7,321.7,0.528
111,3.7,2,car,512.3,311.7,544.5,335.4,528.4,323.5,0.521
112,3.733,6,car,535.9,344.7,574.9,379.5,555.4,362.1,0.687
112,3.733,19,car,501.9,393.0,555.5,437.1,528.7,415.0,0.738
112,3.733,35,car,863.8,373.7,914.9,413.8,889.3,393.8,0.582
112,3.733,36,car,392.0,498.2,519.5,582.5,455.7,540.3,0.774
112,3.733,18,truck,388.8,338.8,472.8,431.9,430.8,385.3,0.539
112,3.733,38,car,24.2,597.3,325.9,714.3,175.1,655.8,0.823
112,3.733,40,car,774.4,312.8,801.8,332.6,788.1,322.7,0.581
113,3.767,6,car,536.3,343.8,575.6,379.2,555.9,361.5,0.676
113,3.767,19,car,502.6,391.4,555.9,435.2,529.3,413.3,0.74
113,3.767,35,car,867.4,376.4,919.3,416.8,893.3,396.6,0.659
113,3.767,36,car,397.1,494.9,521.8,579.2,459.5,537.0,0.711
113,3.767,18,truck,391.4,338.0,473.9,429.9,432.6,384.0,0.53
113,3.767,38,car,42.1,589.9,332.5,706.5,187.3,648.2,0.834
113,3.767,40,car,775.8,313.0,803.8,333.3,789.8,323.2,0.618
113,3.767,24,car,769.4,511.6,892.7,636.9,831.1,574.3,0.478
114,3.8,6,car,537.6,343.5,575.8,378.0,556.7,360.7,0.66
114,3.8,19,car,503.6,389.3,556.9,433.2,530.2,411.3,0.821
114,3.8,35,car,874.3,380.9,927.0,422.1,900.6,401.5,0.63
114,3.8,36,car,404.6,490.6,519.2,569.3,461.9,530.0,0.68
114,3.8,18,truck,393.3,337.2,475.4,429.1,434.3,383.1,0.633
114,3.8,38,car,59.6,581.7,334.6,696.1,197.1,638.9,0.816
114,3.8,40,car,777.6,313.6,806.1,334.3,791.8,323.9,0.554
114,3.8,24,truck,773.9,524.6,907.4,661.6,840.6,593.1,0.464
114,3.8,25,truck,301.8,360.0,395.6,437.6,348.7,398.8,0.478
115,3.833,6,car,539.2,342.6,574.9,374.8,557.1,358.7,0.652
115,3.833,19,car,504.2,387.1,557.9,431.6,531.1,409.3,0.835
115,3.833,35,car,879.2,383.9,933.0,425.9,906.1,404.9,0.545
115,3.833,36,car,408.9,487.1,517.5,563.8,463.2,525.4,0.731
115,3.833,18,truck,396.1,337.0,476.2,426.8,436.2,381.9,0.641
115,3.833,38,car,78.4,574.5,335.2,684.9,206.8,629.7,0.844
115,3.833,40,car,779.9,314.8,809.1,336.2,794.5,325.5,0.477
116,3.867,6,car,540.8,341.7,574.4,371.8,557.6,356.7,0.612
116,3.867,19,car,505.8,384.4,560.0,429.7,532.9,407.1,0.862
116,3.867,35,car,881.4,385.3,939.5,430.5,910.4,407.9,0.598
116,3.867,36,car,414.6,481.3,521.0,558.0,467.8,519.7,0.749
116,3.867,18,truck,398.8,336.3,477.5,424.6,438.2,380.4,0.657
116,3.867,38,car,94.1,566.5,338.0,675.0,216.1,620.8,0.844
116,3.867,40,car,782.3,317.7,811.4,339.0,796.8,328.3,0.508
116,3.867,24,car,792.0,559.0,937.4,708.9,864.7,633.9,0.488
117,3.9,6,car,541.5,341.4,574.3,370.7,557.9,356.1,0.615
117,3.9,19,car,506.6,383.6,560.5,429.1,533.6,406.3,0.863
117,3.9,35,car,882.2,385.8,942.0,432.2,912.1,409.0,0.603
117,3.9,36,car,417.0,479.4,521.6,556.1,469.3,517.7,0.755
117,3.9,18,truck,399.7,336.1,477.9,423.9,438.8,380.0,0.664
117,3.9,38,car,102.1,563.6,336.3,671.4,219.2,617.5,0.84
117,3.9,40,car,783.1,318.8,812.1,340.0,797.6,329.4,0.511
117,3.9,24,car,796.2,566.3,943.5,718.9,869.8,642.6,0.486
118,3.933,6,car,542.9,340.6,575.3,369.3,559.1,354.9,0.624
118,3.933,19,car,508.3,383.1,560.2,427.1,534.3,405.1,0.859
118,3.933,35,car,887.5,390.5,948.0,437.5,917.8,414.0,0.576
118,3.933,36,car,421.2,477.4,519.1,550.4,470.2,513.9,0.794
118,3.933,18,truck,400.9,335.1,479.3,423.1,440.1,379.1,0.647
118,3.933,38,car,117.3,558.9,334.7,661.8,226.0,610.4,0.796
118,3.933,40,car,785.6,319.7,814.4,340.9,800.0,330.3,0.521
118,3.933,24,car,811.9,582.5,950.6,720.0,881.2,651.3,0.462
119,3.967,6,car,542.9,339.3,576.5,369.3,559.7,354.3,0.639
119,3.967,19,car,510.5,382.5,560.0,424.4,535.3,403.5,0.867
119,3.967,35,car,893.2,393.1,955.3,441.4,924.2,417.3,0.604
119,3.967,36,car,423.7,473.5,519.4,546.1,471.6,509.8,0.835
119,3.967,18,truck,401.3,332.8,479.8,421.1,440.6,377.0,0.657
119,3.967,38,car,132.4,551.6,336.1,650.9,234.2,601.2,0.84
119,3.967,40,car,788.4,321.0,817.0,342.1,802.7,331.5,0.599
119,3.967,24,car,832.4,604.8,955.0,720.0,893.7,662.4,0.519
119,3.967,25,car,311.7,362.8,393.3,429.9,352.5,396.3,0.499
120,4.0,6,car,543.3,337.5,577.0,367.5,560.1,352.5,0.639
120,4.0,19,car,511.0,380.7,560.7,423.2,535.8,401.9,0.837
120,4.0,35,car,897.0,396.7,962.2,447.2,929.6,421.9,0.611
120,4.0,36,car,428.5,469.0,523.0,541.7,475.8,505.3,0.723
120,4.0,18,truck,402.3,331.2,480.6,419.2,441.4,375.2,0.644
120,4.0,38,car,145.6,544.5,340.1,642.0,242.8,593.2,0.82
120,4.0,40,car,789.4,321.1,819.3,343.3,804.4,332.2,0.572
120,4.0,24,car,854.2,631.7,956.1,720.0,905.2,675.8,0.56
120,4.0,25,car,316.1,363.1,396.0,428.2,356.1,395.7,0.549
121,4.033,6,car,544.3,336.4,576.9,365.4,560.6,350.9,0.648
121,4.033,19,car,511.6,377.9,561.6,420.9,536.6,399.4,0.763
121,4.033,35,car,903.6,400.1,971.6,452.9,937.6,426.5,0.71
121,4.033,36,car,434.0,465.2,523.9,535.0,479.0,500.1,0.705
121,4.033,18,truck,404.9,330.2,482.8,418.1,443.8,374.2,0.669
121,4.033,38,car,157.1,535.9,344.4,632.5,250.7,584.2,0.738
121,4.033,40,car,791.2,322.5,821.5,345.1,806.4,333.8,0.657
121,4.033,25,car,318.5,362.2,395.8,425.4,357.1,393.8,0.688
121,4.033,2,car,519.0,306.0,551.2,329.9,535.1,318.0,0.505
122,4.067,6,car,545.3,335.4,577.7,364.2,561.5,349.8,0.704
122,4.067,19,car,512.7,376.3,561.7,418.6,537.2,397.5,0.797
122,4.067,35,car,910.8,405.3,979.9,458.9,945.4,432.1,0.739
122,4.067,36,car,437.2,462.3,525.3,531.5,481.2,496.9,0.809
122,4.067,18,truck,407.9,330.5,483.4,416.0,445.7,373.3,0.601
122,4.067,38,car,165.4,526.5,350.9,625.1,258.1,575.8,0.782
122,4.067,40,car,793.1,323.9,824.5,347.3,808.8,335.6,0.688
122,4.067,25,car,320.3,360.8,396.8,423.6,358.5,392.2,0.656
122,4.067,2,car,518.4,304.0,552.9,330.0,535.7,317.0,0.496
123,4.1,6,car,545.6,335.0,578.0,363.8,561.8,349.4,0.711
123,4.1,19,car,513.1,375.8,561.6,417.9,537.4,396.8,0.8
123,4.1,35,car,913.4,407.3,983.1,461.1,948.2,434.2,0.743
123,4.1,36,car,438.4,461.4,525.4,530.4,481.9,495.9,0.81
123,4.1,18,truck,409.0,330.6,483.6,415.4,446.3,373.0,0.606
123,4.1,38,car,169.9,523.2,351.4,622.5,260.7,572.9,0.788
123,4.1,40,car,793.8,324.5,825.5,348.2,809.7,336.3,0.693
123,4.1,25,car,321.0,360.4,397.2,423.1,359.1,391.7,0.65
123,4.1,2,car,518.4,303.2,553.3,330.0,535.9,316.6,0.501
124,4.133,6,car,545.7,334.4,577.9,363.0,561.8,348.7,0.666
124,4.133,19,car,514.0,374.8,562.3,416.8,538.1,395.8,0.824
124,4.133,35,car,917.5,409.6,991.5,466.8,954.5,438.2,0.697
124,4.133,36,car,440.0,458.6,525.2,527.1,482.6,492.9,0.837
124,4.133,18,truck,410.5,329.4,485.0,414.3,447.8,371.8,0.554
124,4.133,38,car,182.3,522.1,349.3,615.6,265.8,568.9,0.831
124,4.133,40,car,794.9,325.6,826.4,349.3,810.7,337.4,0.679
124,4.133,25,car,323.4,360.3,398.7,422.5,361.0,391.4,0.529
124,4.133,2,car,518.5,302.2,553.1,329.1,535.8,315.7,0.496
124,4.133,42,car,579.4,298.2,607.4,319.1,593.4,308.7,0.46
125,4.167,6,car,546.0,334.0,578.1,362.5,562.1,348.3,0.668
125,4.167,19,car,515.1,373.7,563.0,415.3,539.0,394.5,0.839
125,4.167,35,car,923.9,414.9,998.5,472.2,961.2,443.6,0.663
125,4.167,36,car,445.0,455.8,525.5,520.7,485.3,488.3,0.787
125,4.167,18,truck,412.8,326.7,487.2,411.7,450.0,369.2,0.628
125,4.167,38,car,193.4,518.4,351.2,608.7,272.3,563.6,0.802
125,4.167,40,car,797.1,326.9,829.4,351.2,813.2,339.0,0.59
125,4.167,2,car,518.7,301.3,553.5,328.8,536.1,315.0,0.504
125,4.167,42,car,579.8,298.2,607.2,318.5,593.5,308.3,0.488
126,4.2,6,car,546.6,333.4,578.2,361.4,562.4,347.4,0.621
126,4.2,19,car,516.9,372.7,563.1,412.7,540.0,392.7,0.776
126,4.2,35,car,932.4,419.9,1009.3,478.9,970.9,449.4,0.663
126,4.2,36,car,446.6,452.0,525.8,516.5,486.2,484.2,0.794
126,4.2,18,truck,415.6,325.8,487.9,408.6,451.8,367.2,0.608
126,4.2,38,car,205.9,514.5,352.7,600.0,279.3,557.2,0.808
126,4.2,40,car,800.5,328.5,832.2,352.6,816.3,340.5,0.65
126,4.2,2,car,518.6,300.4,553.6,328.6,536.1,314.5,0.503
126,4.2,42,car,580.0,297.7,607.4,318.1,593.7,307.9,0.487
127,4.233,6,car,547.4,333.2,578.6,361.0,563.0,347.1,0.623
127,4.233,19,car,518.5,371.6,563.0,409.9,540.8,390.7,0.779
127,4.233,35,car,940.3,425.4,1020.4,486.6,980.3,456.0,0.708
127,4.233,36,car,449.0,447.9,527.7,512.7,488.4,480.3,0.823
127,4.233,18,truck,417.2,325.9,487.9,407.2,452.6,366.6,0.542
127,4.233,38,car,215.9,510.8,355.4,593.4,285.6,552.1,0.839
127,4.233,40,car,802.1,329.3,835.3,354.7,818.7,342.0,0.61
127,4.233,2,car,518.3,299.4,553.8,328.5,536.0,313.9,0.469
