vehicle_id,frame,speed_kmh,lane_id,class
36,139,26.14,unknown,car
36,140,34.48,unknown,car
36,143,21.38,unknown,car
36,144,25.25,unknown,car
36,145,20.91,unknown,car
36,146,29.71,unknown,car
36,150,23.15,unknown,car
36,152,25.7,unknown,car
36,155,28.56,unknown,car
36,157,20.86,unknown,car
36,158,20.06,unknown,car
36,162,22.36,unknown,car
36,163,24.67,unknown,car
36,166,26.15,unknown,car
36,170,22.61,unknown,car
36,176,26.6,unknown,car
36,182,22.51,unknown,car
36,184,23.95,unknown,car
36,188,20.77,unknown,car
36,198,20.53,unknown,car
36,204,23.47,unknown,car
36,205,27.77,unknown,car
36,206,29.69,unknown,car
36,221,20.4,unknown,car
38,104,21.25,unknown,car
38,106,20.59,unknown,car
38,108,25.42,unknown,car
38,109,22.11,unknown,car
38,110,21.04,unknown,car
38,112,24.92,unknown,car
38,113,31.2,unknown,car
38,114,34.33,unknown,car
38,115,35.1,unknown,car
38,116,35.05,unknown,car
38,118,28.91,unknown,car
38,119,38.5,unknown,car
38,120,35.11,unknown,car
38,121,40.23,unknown,car
38,122,38.87,unknown,car
38,124,20.06,unknown,car
38,125,26.85,unknown,car
38,126,32.6,unknown,car
38,127,27.14,unknown,car
38,128,37.45,unknown,car
38,130,20.98,unknown,car
38,131,29.0,unknown,car
38,132,34.8,unknown,car
38,133,26.39,unknown,car
38,134,35.16,unknown,car
38,137,25.22,unknown,car
38,138,26.91,unknown,car
38,139,37.8,unknown,car
38,140,30.98,unknown,car
38,143,23.15,unknown,car
38,144,24.3,unknown,car
38,145,30.61,unknown,car
38,146,25.81,unknown,car
38,149,22.56,unknown,car
38,150,25.0,unknown,car
38,151,30.69,unknown,car
38,152,23.21,unknown,car
38,155,26.84,unknown,car
38,156,23.26,unknown,car
38,157,26.93,unknown,car
38,158,20.05,unknown,car
38,162,33.82,unknown,car
38,163,23.91,unknown,car
38,164,25.77,unknown,car
38,169,26.7,unknown,car
38,170,22.9,unknown,car
38,172,23.2,unknown,car
38,173,21.44,unknown,car
38,174,21.02,unknown,car
