vehicle_id,frame,speed_kmh,lane_id,class
38,175,20.94,unknown,car
38,179,26.07,unknown,car
38,180,21.32,unknown,car
38,187,20.03,unknown,car
38,188,22.93,unknown,car
38,196,20.08,unknown,car
38,197,20.21,unknown,car
38,200,22.02,unknown,car
38,216,21.5,unknown,car
38,217,23.61,unknown,car
38,218,20.72,unknown,car
38,234,20.72,unknown,car
38,245,35.5,unknown,car
38,253,27.96,unknown,car
38,257,21.3,unknown,car
38,258,34.12,unknown,car
38,259,20.16,unknown,car
38,275,109.63,unknown,car
40,106,36.31,right_carriageway_lane2,car
40,107,30.06,right_carriageway_lane2,car
40,109,22.4,right_carriageway_lane2,car
40,115,32.35,right_carriageway_lane2,car
40,116,52.05,right_carriageway_lane2,car
40,117,20.06,right_carriageway_lane2,car
40,119,24.78,right_carriageway_lane2,car
40,121,28.98,right_carriageway_lane2,car
40,122,32.38,right_carriageway_lane2,car
40,125,28.62,right_carriageway_lane2,car
40,126,28.18,right_carriageway_lane3,car
40,127,26.28,right_carriageway_lane3,car
40,128,33.57,right_carriageway_lane3,car
40,130,24.06,right_carriageway_lane3,car
40,131,27.4,right_carriageway_lane3,car
40,132,32.54,right_carriageway_lane3,car
40,133,37.09,right_carriageway_lane3,car
40,134,30.52,right_carriageway_lane3,car
40,136,22.52,right_carriageway_lane3,car
40,137,38.86,right_carriageway_lane3,car
40,138,24.15,right_carriageway_lane3,car
40,139,31.09,right_carriageway_lane3,car
40,140,53.29,right_carriageway_lane3,car
40,142,30.96,right_carriageway_lane3,car
40,143,27.52,right_carriageway_lane3,car
40,144,35.24,right_carriageway_lane3,car
40,145,44.66,right_carriageway_lane3,car
40,146,38.08,right_carriageway_lane3,car
40,148,25.48,right_carriageway_lane3,car
40,149,39.13,right_carriageway_lane3,car
40,150,44.49,right_carriageway_lane3,car
40,151,43.27,right_carriageway_lane3,car
40,152,41.81,right_carriageway_lane3,car
40,154,33.9,right_carriageway_lane3,car
40,155,42.84,right_carriageway_lane3,car
40,156,48.71,right_carriageway_lane3,car
40,157,50.72,right_carriageway_lane3,car
40,158,49.86,right_carriageway_lane3,car
40,160,35.13,right_carriageway_lane3,car
40,161,48.26,right_carriageway_lane3,car
40,162,50.55,right_carriageway_lane3,car
40,163,53.01,right_carriageway_lane3,car
40,164,57.23,right_carriageway_lane3,car
40,165,20.59,right_carriageway_lane3,car
40,166,38.06,right_carriageway_lane3,car
40,167,57.79,right_carriageway_lane3,car
40,168,47.78,right_carriageway_lane3,car
40,169,66.58,right_carriageway_lane3,car
40,170,57.03,right_carriageway_lane3,car
40,171,20.75,right_carriageway_lane3,car
40,172,45.2,right_carriageway_lane3,car
40,173,61.24,right_carriageway_lane3,car
40,174,59.14,right_carriageway_lane3,car
40,175,64.14,right_carriageway_lane3,car
40,176,65.92,right_carriageway_lane3,car
40,177,24.44,right_carriageway_lane3,car
40,178,52.27,right_carriageway_lane3,car
40,179,68.37,right_carriageway_lane3,car
40,180,69.68,unknown,car
40,181,73.65,unknown,car
40,182,72.15,unknown,car
40,183,28.8,right_carriageway_lane3,car
40,184,56.8,right_carriageway_lane3,car
40,185,65.09,right_carriageway_lane3,car
40,186,39.49,right_carriageway_lane3,car
42,138,21.06,unknown,car
43,134,34.96,unknown,car
43,138,20.02,unknown,car
43,142,23.55,unknown,car
44,137,38.7,right_carriageway_lane2,car
44,138,20.72,right_carriageway_lane2,car
44,144,91.84,right_carriageway_lane2,car
44,148,89.73,right_carriageway_lane2,car
44,149,37.58,right_carriageway_lane2,car
44,150,38.91,right_carriageway_lane2,car
44,151,28.31,right_carriageway_lane2,car
44,152,31.56,right_carriageway_lane2,car
44,156,21.39,right_carriageway_lane2,car
44,158,61.14,right_carriageway_lane2,car
44,159,21.81,right_carriageway_lane2,car
44,162,20.14,right_carriageway_lane3,car
44,163,31.68,right_carriageway_lane3,car
44,164,39.44,right_carriageway_lane3,car
44,167,22.35,right_carriageway_lane3,car
44,168,37.11,right_carriageway_lane3,car
44,169,26.26,right_carriageway_lane3,car
44,170,34.58,right_carriageway_lane3,car
44,172,29.05,right_carriageway_lane3,car
44,173,23.81,right_carriageway_lane3,car
44,174,39.28,right_carriageway_lane3,car
44,175,39.74,right_carriageway_lane3,car
44,176,34.73,right_carriageway_lane3,car
44,178,36.65,right_carriageway_lane3,car
44,179,35.95,right_carriageway_lane3,car
44,180,24.85,right_carriageway_lane3,car
44,181,38.7,right_carriageway_lane3,car
44,182,37.18,right_carriageway_lane3,car
44,184,39.87,right_carriageway_lane3,car
44,185,47.32,right_carriageway_lane3,car
44,186,34.66,right_carriageway_lane3,car
44,187,40.56,right_carriageway_lane3,car
44,188,41.71,right_carriageway_lane3,car
44,190,40.87,right_carriageway_lane3,car
44,191,39.8,right_carriageway_lane3,car
44,192,56.83,right_carriageway_lane3,car
44,193,37.33,right_carriageway_lane3,car
44,194,56.72,right_carriageway_lane3,car
44,195,21.57,right_carriageway_lane3,car
44,196,34.85,right_carriageway_lane3,car
44,197,46.62,right_carriageway_lane3,car
44,198,47.64,right_carriageway_lane3,car
44,199,52.57,right_carriageway_lane3,car
44,200,55.25,right_carriageway_lane3,car
44,201,20.1,right_carriageway_lane3,car
44,202,40.44,right_carriageway_lane3,car
44,203,51.63,right_carriageway_lane3,car
44,204,55.33,right_carriageway_lane3,car
44,205,56.76,right_carriageway_lane3,car
44,206,62.49,right_carriageway_lane3,car
44,207,22.48,right_carriageway_lane3,car
44,208,47.06,right_carriageway_lane3,car
44,209,60.51,right_carriageway_lane3,car
44,210,60.45,right_carriageway_lane3,car
44,211,69.77,right_carriageway_lane3,car
44,212,69.23,unknown,car
44,213,25.84,unknown,car
44,214,51.02,unknown,car
44,215,66.23,unknown,car
44,216,67.46,unknown,car
44,217,76.83,right_carriageway_lane3,car
44,218,73.32,right_carriageway_lane3,car
44,219,26.27,right_carriageway_lane3,car
44,220,22.13,right_carriageway_lane3,car
45,145,31.33,unknown,car
45,146,39.2,unknown,car
45,148,28.5,unknown,car
45,149,37.7,unknown,car
45,150,37.86,unknown,car
45,151,39.13,unknown,car
45,152,41.32,unknown,car
45,154,22.99,unknown,car
45,155,26.13,unknown,car
45,156,33.01,unknown,car
45,158,75.3,unknown,car
45,160,28.16,unknown,car
45,161,21.04,unknown,car
45,162,31.7,unknown,car
45,163,31.99,unknown,car
45,164,31.74,unknown,car
45,167,58.32,unknown,car
45,168,33.09,unknown,car
45,169,34.6,unknown,car
45,170,25.66,unknown,car
45,174,26.63,unknown,car
45,175,26.23,unknown,car
45,176,34.16,unknown,car
45,178,27.54,unknown,car
45,181,22.5,unknown,car
45,182,26.31,unknown,car
45,184,22.39,unknown,car
45,185,27.9,unknown,car
45,186,28.13,unknown,car
45,187,22.81,unknown,car
45,188,24.91,unknown,car
45,191,21.07,unknown,car
45,192,28.68,unknown,car
45,193,23.49,unknown,car
45,196,24.15,unknown,car
45,198,21.79,unknown,car
45,203,31.24,unknown,car
45,204,24.5,unknown,car
45,205,26.95,unknown,car
45,209,20.17,unknown,car
45,212,27.46,unknown,car
45,216,37.93,unknown,car
45,218,20.55,unknown,car
45,220,20.93,unknown,car
45,221,24.91,unknown,car
45,230,23.15,unknown,car
45,234,21.15,unknown,car
45,238,21.23,unknown,car
45,247,92.56,unknown,car
47,158,20.74,unknown,car
47,160,20.33,unknown,car
47,161,23.77,unknown,car
47,162,32.52,unknown,car
47,163,34.76,unknown,car
47,164,30.57,unknown,car
47,166,32.57,unknown,car
47,167,24.54,unknown,car
47,168,31.54,unknown,car
47,169,32.99,unknown,car
47,170,28.72,unknown,car
47,172,22.3,unknown,car
47,173,25.96,unknown,car
47,174,29.47,unknown,car
47,175,28.98,unknown,car
47,176,37.32,unknown,car
47,179,20.18,unknown,car
47,180,31.74,unknown,car
47,181,23.16,unknown,car
47,182,25.77,unknown,car
47,184,25.87,unknown,car
47,185,21.84,unknown,car
47,186,28.56,unknown,car
47,187,32.48,unknown,car
47,188,28.77,unknown,car
47,192,28.84,unknown,car
47,193,27.96,unknown,car
47,194,21.82,unknown,car
47,197,24.76,unknown,car
47,198,23.81,unknown,car
47,199,23.43,unknown,car
47,200,20.33,unknown,car
47,203,32.93,unknown,car
47,204,34.33,unknown,car
47,205,21.22,unknown,car
47,208,21.4,unknown,car
47,209,22.64,unknown,car
47,210,24.68,unknown,car
47,211,23.22,unknown,car
47,215,31.98,unknown,car
47,216,27.14,unknown,car
47,217,25.97,unknown,car
47,218,24.53,unknown,car
47,227,35.91,unknown,car
47,228,20.0,unknown,car
47,233,23.02,unknown,car
47,236,25.12,unknown,car
47,239,26.98,unknown,car
47,240,20.18,unknown,car
47,246,29.14,unknown,car
47,247,22.23,unknown,car
47,253,25.46,unknown,car
47,254,36.83,unknown,car
47,269,28.47,unknown,car
47,277,60.73,unknown,car
50,166,22.58,unknown,car
50,173,23.35,unknown,car
50,174,29.13,unknown,car
50,175,34.22,unknown,car
50,176,33.85,unknown,car
50,178,25.32,unknown,car
50,179,34.97,unknown,car
50,180,32.64,unknown,car
50,181,36.5,unknown,car
50,182,36.37,unknown,car
50,184,24.91,unknown,car
50,185,30.51,unknown,truck
50,186,32.14,unknown,car
50,187,30.41,unknown,car
50,188,34.42,unknown,car
50,190,23.97,unknown,car
50,191,31.25,unknown,car
50,192,28.67,unknown,car
50,193,30.42,unknown,car
50,194,32.47,unknown,car
50,196,20.95,unknown,car
50,197,30.31,unknown,car
